0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:29:50 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.terminateLongPoll.dwr HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:29:50 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.doLongPoll.dwr HTTP/1.1" 200 91
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:29:50 -0300] "GET /ScadaBR/dwr/interface/PointLinksDwr.js HTTP/1.1" 200 2955
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:29:50 -0300] "GET /ScadaBR/dwr/interface/MiscDwr.js HTTP/1.1" 200 4365
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:29:50 -0300] "GET /ScadaBR/images/link_add.png HTTP/1.1" 200 570
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:29:50 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.initializeLongPoll.dwr HTTP/1.1" 200 105
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:29:50 -0300] "POST /ScadaBR/dwr/call/plaincall/PointLinksDwr.init.dwr HTTP/1.1" 200 4592
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:29:52 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.terminateLongPoll.dwr HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:29:52 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.doLongPoll.dwr HTTP/1.1" 200 91
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:29:52 -0300] "GET /ScadaBR/compound_events.shtm HTTP/1.1" 200 25165
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:29:52 -0300] "GET /ScadaBR/dwr/interface/MiscDwr.js HTTP/1.1" 200 4365
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:29:52 -0300] "GET /ScadaBR/dwr/interface/CompoundEventsDwr.js HTTP/1.1" 200 3127
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:29:52 -0300] "GET /ScadaBR/images/multi_bell_add.png HTTP/1.1" 200 784
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:29:52 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.initializeLongPoll.dwr HTTP/1.1" 200 105
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:29:52 -0300] "POST /ScadaBR/dwr/call/plaincall/CompoundEventsDwr.getInitData.dwr HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:29:54 -0300] "POST /ScadaBR/dwr/call/plaincall/CompoundEventsDwr.getCompoundEvent.dwr HTTP/1.1" 200 368
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:30:08 -0300] "GET /ScadaBR/images/cross_doc.png HTTP/1.1" 200 696
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:30:08 -0300] "GET /ScadaBR/resources/dojo/src/widget/templates/grabCorner.gif HTTP/1.1" 200 77
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:30:08 -0300] "GET /ScadaBR/images/help_doc.png HTTP/1.1" 200 823
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:30:08 -0300] "GET /ScadaBR/resources/dojo/src/html/images/shadowTL.png HTTP/1.1" 200 271
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:30:08 -0300] "GET /ScadaBR/resources/dojo/src/html/images/shadowR.png HTTP/1.1" 200 149
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:30:08 -0300] "GET /ScadaBR/resources/dojo/src/html/images/shadowTR.png HTTP/1.1" 200 287
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:30:08 -0300] "GET /ScadaBR/resources/dojo/src/html/images/shadowBL.png HTTP/1.1" 200 272
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:30:08 -0300] "GET /ScadaBR/resources/dojo/src/html/images/shadowB.png HTTP/1.1" 200 470
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:30:08 -0300] "GET /ScadaBR/resources/dojo/src/html/images/shadowL.png HTTP/1.1" 200 148
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:30:08 -0300] "GET /ScadaBR/resources/dojo/src/html/images/shadowBR.png HTTP/1.1" 200 271
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:30:08 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.getDocumentationItem.dwr HTTP/1.1" 200 10130
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:30:52 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.doLongPoll.dwr HTTP/1.1" 200 76
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:21 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.terminateLongPoll.dwr HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:21 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.doLongPoll.dwr HTTP/1.1" 200 91
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:21 -0300] "GET /ScadaBR/dwr/interface/MiscDwr.js HTTP/1.1" 200 4365
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:21 -0300] "GET /ScadaBR/dwr/interface/EventHandlersDwr.js HTTP/1.1" 200 3973
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:21 -0300] "GET /ScadaBR/dwr/interface/ScriptsDwr.js HTTP/1.1" 200 2939
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:21 -0300] "GET /ScadaBR/event_handlers.shtm HTTP/1.1" 200 44801
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:21 -0300] "GET /ScadaBR/resources/emailRecipients.js HTTP/1.1" 200 11145
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:21 -0300] "GET /ScadaBR/images/cog_go.png HTTP/1.1" 200 859
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:21 -0300] "GET /ScadaBR/images/cog_email.png HTTP/1.1" 200 835
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:21 -0300] "GET /ScadaBR/images/cog_wrench.png HTTP/1.1" 200 889
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:21 -0300] "GET /ScadaBR/images/cog_process.png HTTP/1.1" 200 876
